pos,corr_resp,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,Fixation.started,line_1.started,line_2.started,line_3.started,line_4.started,Fixation.stopped,Probe.started,key_resp.started,trial.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
50,c,2,2,10,2,,,,,24.523465700000088,,24.51014480000049,24.523465700000088,25.523272799999177,25.523272799999177,25.523272799999177,25.523272799999177,25.523272799999177,26.523067599999194,26.523067599999194,26.99218259999907,c,1,0.4601925000006304,None,X,001,2024-10-17_14h46.58.334,Motor Sequence Task,2024.1.5,None,2024-10-17 14h47.07.095221 +0530,
-150,z,2,3,11,3,,,,,27.006209999999555,,26.992780499998844,27.006209999999555,28.00626319999901,28.00626319999901,28.00626319999901,28.00626319999901,28.00626319999901,29.006200899999385,29.006200899999385,29.39207929999975,z,1,0.37182770000072196,None,X,001,2024-10-17_14h46.58.334,Motor Sequence Task,2024.1.5,None,2024-10-17 14h47.07.095221 +0530,
-50,x,3,0,12,0,,,,,29.406673299999966,,29.39267519999885,29.406673299999966,30.40591089999907,30.40591089999907,30.40591089999907,30.40591089999907,30.40591089999907,31.406075599999895,31.406075599999895,31.77480319999995,x,1,0.35617219999949157,None,X,001,2024-10-17_14h46.58.334,Motor Sequence Task,2024.1.5,None,2024-10-17 14h47.07.095221 +0530,
150,v,3,1,13,1,,,,,31.789016700000502,,31.775411200000235,31.789016700000502,32.78883639999913,32.78883639999913,32.78883639999913,32.78883639999913,32.78883639999913,33.78879430000052,33.78879430000052,34.15805619999992,v,1,0.358351800001401,None,X,001,2024-10-17_14h46.58.334,Motor Sequence Task,2024.1.5,None,2024-10-17 14h47.07.095221 +0530,
50,c,3,2,14,2,,,,,34.172018199999,,34.1586554000005,34.172018199999,35.171994399999676,35.171994399999676,35.171994399999676,35.171994399999676,35.171994399999676,36.17192029999933,36.17192029999933,36.60776590000023,x,0,0.4194634999985283,None,X,001,2024-10-17_14h46.58.334,Motor Sequence Task,2024.1.5,None,2024-10-17 14h47.07.095221 +0530,
-150,z,3,3,15,3,,,,,36.62195369999972,,36.60836949999975,36.62195369999972,37.62163539999892,37.62163539999892,37.62163539999892,37.62163539999892,37.62163539999892,38.62149949999912,38.62149949999912,39.04050029999962,z,1,0.40585599999940314,None,X,001,2024-10-17_14h46.58.334,Motor Sequence Task,2024.1.5,None,2024-10-17 14h47.07.095221 +0530,
-50,x,4,0,16,0,,,,,39.05469939999966,,39.04112139999961,39.05469939999966,40.05460970000058,40.05460970000058,40.05460970000058,40.05460970000058,40.05460970000058,41.0551961000001,41.0551961000001,41.540414499999315,x,1,0.48237460000018473,None,X,001,2024-10-17_14h46.58.334,Motor Sequence Task,2024.1.5,None,2024-10-17 14h47.07.095221 +0530,
150,v,4,1,17,1,,,,,41.554383900000175,,41.541024500000276,41.554383900000175,42.55446519999896,42.55446519999896,42.55446519999896,42.55446519999896,42.55446519999896,43.55435170000055,43.55435170000055,44.05651039999975,v,1,0.49367050000000745,None,X,001,2024-10-17_14h46.58.334,Motor Sequence Task,2024.1.5,None,2024-10-17 14h47.07.095221 +0530,
50,c,4,2,18,2,,,,,44.07070389999899,,44.05711039999915,44.07070389999899,45.0708123000004,45.0708123000004,45.0708123000004,45.0708123000004,45.0708123000004,46.07069149999916,46.07069149999916,46.47289809999893,c,1,0.39639790000001085,None,X,001,2024-10-17_14h46.58.334,Motor Sequence Task,2024.1.5,None,2024-10-17 14h47.07.095221 +0530,
-150,z,4,3,19,3,,,,,46.4869963000001,,46.47352049999972,46.4869963000001,47.48701299999993,47.48701299999993,47.48701299999993,47.48701299999993,47.48701299999993,48.48699619999934,48.48699619999934,48.83950840000034,z,1,0.34120400000028894,None,X,001,2024-10-17_14h46.58.334,Motor Sequence Task,2024.1.5,None,2024-10-17 14h47.07.095221 +0530,
-50,x,5,0,20,0,,,,,48.85360039999978,,48.84010639999906,48.85360039999978,49.85349159999896,49.85349159999896,49.85349159999896,49.85349159999896,49.85349159999896,50.853395199999795,50.853395199999795,51.43910209999922,x,1,0.5754286000010325,None,X,001,2024-10-17_14h46.58.334,Motor Sequence Task,2024.1.5,None,2024-10-17 14h47.07.095221 +0530,
150,v,5,1,21,1,,,,,51.45340339999893,,51.43970249999984,51.45340339999893,52.45309610000004,52.45309610000004,52.45309610000004,52.45309610000004,52.45309610000004,53.452994400000534,53.452994400000534,53.87219430000005,v,1,0.4045408000001771,None,X,001,2024-10-17_14h46.58.334,Motor Sequence Task,2024.1.5,None,2024-10-17 14h47.07.095221 +0530,
50,c,5,2,22,2,,,,,53.8862337999999,,53.872806800000035,53.8862337999999,54.88599710000017,54.88599710000017,54.88599710000017,54.88599710000017,54.88599710000017,55.88597859999936,55.88597859999936,56.23854129999927,c,1,0.35138950000145996,None,X,001,2024-10-17_14h46.58.334,Motor Sequence Task,2024.1.5,None,2024-10-17 14h47.07.095221 +0530,
-150,z,5,3,23,3,,,,,56.25270920000003,,56.23913729999913,56.25270920000003,57.25242160000016,57.25242160000016,57.25242160000016,57.25242160000016,57.25242160000016,58.25227140000061,58.25227140000061,58.62152169999899,z,1,0.3563328000000183,None,X,001,2024-10-17_14h46.58.334,Motor Sequence Task,2024.1.5,None,2024-10-17 14h47.07.095221 +0530,
-50,x,6,0,24,0,,,,,58.635870899999645,,58.62212309999995,58.635870899999645,59.635674900000595,59.635674900000595,59.635674900000595,59.635674900000595,59.635674900000595,60.6353139999992,60.6353139999992,60.97119220000059,x,1,0.32444199999918055,None,X,001,2024-10-17_14h46.58.334,Motor Sequence Task,2024.1.5,None,2024-10-17 14h47.07.095221 +0530,
150,v,6,1,25,1,,,,,60.985230299998875,,60.97179250000045,60.985230299998875,61.98517879999963,61.98517879999963,61.98517879999963,61.98517879999963,61.98517879999963,62.984914700000445,62.984914700000445,63.38805499999944,v,1,0.40210690000094473,None,X,001,2024-10-17_14h46.58.334,Motor Sequence Task,2024.1.5,None,2024-10-17 14h47.07.095221 +0530,
50,c,6,2,26,2,,,,,63.40157199999885,,63.38868159999947,63.40157199999885,64.40152370000033,64.40152370000033,64.40152370000033,64.40152370000033,64.40152370000033,65.4013503999995,65.4013503999995,65.83717029999934,c,1,0.428260800001226,None,X,001,2024-10-17_14h46.58.334,Motor Sequence Task,2024.1.5,None,2024-10-17 14h47.07.095221 +0530,
-150,z,6,3,27,3,,,,,65.85128559999976,,65.83776919999946,65.85128559999976,66.85171210000044,66.85171210000044,66.85171210000044,66.85171210000044,66.85171210000044,67.85096039999917,67.85096039999917,68.18704190000062,z,1,0.32200190000003204,None,X,001,2024-10-17_14h46.58.334,Motor Sequence Task,2024.1.5,None,2024-10-17 14h47.07.095221 +0530,
